67092,0,1,0,1,0,,
68227,0,1,0,1,0,,

68569,0,1,0,0,0,,
68730,0,0,1,0,0,,
68938,0,0,0,1,0,,
69346,0,0,0,1,0,,
69533,0,0,1,0,0,,
69720,0,1,0,0,0,,
70083,0,2,0,2,0,800,800
73103,0,1,0,1,0,,
74270,0,1,0,1,0,,
74635,0,1,0,0,0,,
74796,0,0,1,0,0,,
75004,0,0,0,1,0,,
75412,0,0,0,1,0,,
75599,0,0,1,0,0,,
75786,0,1,0,0,0,,
76149,0,2,0,2,0,800,800
79169,0,1,0,1,0,,
80336,0,1,0,1,0,,
80701,0,1,0,0,0,,
80862,0,0,1,0,0,,
81070,0,0,0,1,0,,
81478,0,0,0,1,0,,
81665,0,0,1,0,0,,
81852,0,1,0,0,0,,
82215,0,2,0,2,0,800,800
85235,0,1,0,1,0,,
86402,0,1,0,1,0,,
86799,0,1,0,0,0,,
86994,0,0,1,0,0,,
87198,0,0,0,1,0,,
87549,0,0,0,1,0,,
87749,0,0,1,0,0,,
87931,0,1,0,0,0,,
88283,0,2,0,2,0,800,800
91331,0,1,0,0,0,,
91719,0,0,1,0,0,,
92107,0,0,0,2,0,388,

92883,0,1,0,0,0,,
93260,0,0,0,1,0,,
93646,0,1,0,0,0,,
94018,0,0,0,1,0,,
94406,0,0,0,1,0,,
94786,0,1,0,0,0,,
95152,0,0,0,1,0,,
95523,0,1,0,0,0,,
95910,0,0,0,0,1,,
96301,1,0,0,0,0,,
96670,0,0,0,0,1,,
97055,1,0,0,0,0,,
97437,0,0,0,0,1,,
97802,1,0,0,0,0,,
98197,0,0,0,0,1,,
98565,1,0,0,0,0,,
98940,0,1,0,0,0,,
99318,0,0,0,1,0,,
99674,0,1,0,0,0,,
100064,0,0,0,1,0,,
100469,0,0,0,1,0,,
100842,0,1,0,0,0,,
101220,0,0,0,1,0,,
101609,0,1,0,0,0,,
102001,0,0,0,0,1,,
102393,1,0,0,0,0,,
102742,0,0,0,0,1,,
103104,1,0,0,0,0,,
103483,0,0,0,0,1,,
103892,1,0,0,0,0,,
104262,0,0,0,0,1,,
104635,1,0,0,0,0,,
